Year,Make,Model,Subseries,Color,Drs,Cyl,Fuel,Trans,4x4,EW,Radio,Top,Int,Odometer,Price
2019,ACURA,MDX AWD V6,,GRAY,S,6,GAS,A,AWD,A,CD,SR,E,"20,772","$38,600"
2019,ACURA,MDX AWD V6,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,E,"45,443","$39,250"
2020,ACURA,MDX AWD V6,TECH PKG,GRAY,S,6,GAS,A,AWD,A,CD,SR,L,"41,087","$43,200"
2007,ACURA,RDX,TECH PKG,GRAY,S,4,GAS,A,AWD,A,CD,SR,E,"151,378","$4,000"
2014,ACURA,RDX AWD,,SILVER,S,6,GAS,A,AWD,A,CD,SR,L,"145,383","$12,800"
2019,ACURA,RDX AWD,,BLACK,S,4,GAS,A,AWD,A,AM/FM,PN,L,"26,430","$36,600"
2017,ACURA,RDX AWD,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,L,"84,145","$22,400"
2007,ACURA,TL,,BLACK,4,6,GAS,A,4X2,A,B,SR,L,"88,732","$3,300"
2008,ACURA,TL,,SILVER,4,6,GAS,A,4X2,,,SR,,"170,916","$3,400"
2019,ACURA,TLX AWD V6,NONE,BLACK,S,6,C,A,AWD,,N,NO,N,"26,032","$31,700"
2016,ACURA,TLX AWD V6,TECH PKG,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"98,444","$17,000"
2019,ACURA,TLX FWD V6,,BLACK,4,6,GAS,A,4X2,A,CD,SR,E,"26,982","$29,600"
2018,ACURA,MDX AWD V6,NONE,BLACK,S,6,C,A,AWD,,N,NO,N,"27,296","$36,500"
2019,ACURA,MDX AWD V6,TECH PKG,GRAY,S,6,GAS,A,AWD,A,CD,SR,E,"16,395","$41,500"
2019,ACURA,MDX AWD V6,TECH PKG,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"35,008","$38,400"
2015,ACURA,MDX FWD,NONE,MAROON,S,6,C,A,,,N,NO,N,"172,526","$11,900"
2008,ACURA,MDX 4X4,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,E,"150,379","$6,400"
2019,ACURA,RDX AWD,,GRAY,S,4,GAS,A,AWD,A,AM/FM,PN,L,"27,542","$34,600"
2018,ACURA,RDX AWD,TECH PKG,SILVER,S,6,GAS,A,AWD,A,CD,SR,L,"54,094","$25,200"
2009,ACURA,TL FWD V6,TECH,GRAY,4,6,GAS,A,4X2,A,CD,SR,L,"178,296","$6,000"
2013,ACURA,TL FWD V6,TECH,WHITE,4,6,GAS,A,4X2,A,CD,SR,L,"91,220","$11,600"
2019,ACURA,TLX FWD V6,,BLACK,4,6,GAS,A,4X2,A,CD,SR,L,"22,454","$27,500"
2019,ACURA,TLX FWD 4C,,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"31,844","$25,000"
2019,ACURA,TLX FWD 4C,,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"25,021","$28,100"
2009,ACURA,TSX FWD,TECH PKG,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"133,060","$7,900"
